Industry,Material_Name,Material_Type,Product,Weight_or_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percentage,Data_Source,Weight_kg,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Industry_encoded,Material_Type_encoded,Product_encoded,Data_Source_encoded,Weight_Normalized,Eco_Score,Circular_Economy_Score
Cosmetics,Molded Pulp,Paper,Cosmetic wrap,11.3 kg,0.05333333333333334,0.7428571428571429,0.6206896551724137,Sustainability Dataset,0.222936332596907,0.3103886152162014,0.777063667403093,0.3732745463074084,2,5,0,3,0.22293633259690707,0.32103776683087026,0.3937471264367815
Packaging,Molded Pulp,Paper,Toy casing,11.17 kg,0.2933333333333334,0.1142857142857143,0.6206896551724137,FootprintData,0.2203253665394657,0.5999124247400109,0.7796746334605342,0.5618673599341646,7,5,8,1,0.22032536653946574,0.542752052545156,0.48974712643678153
Home Appliances,Bamboo Fiber,Natural Fiber,Storage container,22.41 kg,0.2666666666666667,0.5571428571428572,0.08620689655172409,Sustainability Dataset,0.4460735087366941,0.2652435686918445,0.553926491263306,0.3522753748557296,6,3,7,3,0.4460735087366942,0.2297208538587849,0.15839080459770113
Electronics,Cotton Fiber,Natural Material,Medical packaging,13.81 kg,0.1466666666666667,0.07142857142857142,0.896551724137931,FootprintData,0.2733480618598112,0.6572632731253422,0.7266519381401888,0.5249008906921936,3,4,4,1,0.27334806185981125,0.6030016420361248,0.5965977011494252
Cosmetics,Cotton Fiber,Natural Material,Shipping carton,5.9 kg,0.6400000000000001,0.9571428571428571,1.0,FootprintData,0.1144808194416549,0.560952380952381,0.8855191805583451,0.6820367065484559,2,4,6,1,0.11448081944165493,0.6645714285714287,0.8560000000000001
Cosmetics,Aluminum Foil,Metal,Medical packaging,22.65 kg,0.9866666666666668,0.9571428571428571,0.5172413793103448,Sustainability Dataset,0.4508937537658164,0.5155883962780515,0.5491062462341836,0.6669672323814757,2,2,4,3,0.45089375376581653,0.6101346469622332,0.7050114942528736
Healthcare,Recycled Cardboard,Cardboard,Cosmetic wrap,8.12 kg,0.1733333333333333,0.8714285714285714,0.2758620689655171,OpenLCA Sample,0.1590680859610363,0.1925889436234264,0.8409319140389637,0.3813151516610597,5,1,0,2,0.15906808596103633,0.20539244663382591,0.2348505747126436
Home Appliances,Aluminum Foil,Metal,Medical packaging,19.7 kg,0.9066666666666667,0.9571428571428571,0.4137931034482758,FootprintData,0.3916449086161879,0.4544389709906951,0.608355091383812,0.6362821158114217,6,2,4,1,0.391644908616188,0.5367553366174056,0.6109425287356322
Home Appliances,PLA Bioplastic,Bioplastic,Cosmetic wrap,44.51 kg,0.2266666666666667,0.2428571428571428,0.189655172413793,Sustainability Dataset,0.8899377385017071,0.3911548987411056,0.1100622614982929,0.2574806379459301,6,0,0,3,0.8899377385017073,0.31795730706075537,0.20445977011494249
Electronics,Cotton Fiber,Natural Material,Toy casing,22.12 kg,0.6800000000000002,0.4714285714285714,0.9655172413793103,Sustainability Dataset,0.4402490459931713,0.7246962233169131,0.5597509540068287,0.6618037755288139,3,4,8,3,0.4402490459931714,0.76392118226601,0.8513103448275863
Furniture,Kraft Paper,Paper,Shipping carton,31.47 kg,0.8933333333333335,0.9285714285714286,0.2068965517241379,Sustainability Dataset,0.6280377585860614,0.3905528188286809,0.3719622414139386,0.535809799955654,4,5,6,3,0.6280377585860615,0.4543776683087029,0.4814712643678162
Home Appliances,Recycled Paper,Paper,Toy casing,32.24 kg,0.1200000000000001,0.5285714285714285,0.08620689655172409,Sustainability Dataset,0.6435027113878289,0.2258784893267652,0.3564972886121711,0.2333005823143574,6,5,8,3,0.643502711387829,0.176768472906404,0.09972413793103449
Electronics,Recycled Paper,Paper,Food container,17.76 kg,0.56,0.6142857142857143,0.482758620689655,Carbon Catalogue,0.3526812612974493,0.4761576354679802,0.6473187387025507,0.5526586757979574,3,5,2,0,0.35268126129744937,0.49424630541871917,0.513655172413793
Furniture,Tin Container,Metal,Electronic enclosure,7.14 kg,0.0,0.7142857142857142,0.9482758620689655,FootprintData,0.1393854187587869,0.4113300492610838,0.8606145812412132,0.4227163940767975,4,2,1,1,0.13938541875878693,0.4364532019704434,0.5689655172413793
Healthcare,Molded Pulp,Paper,Shipping carton,1.93 kg,0.7600000000000002,0.6428571428571428,0.7241379310344827,OpenLCA Sample,0.03474593291825668,0.61376026272578,0.9652540670817433,0.7630803252148352,5,5,6,2,0.034745932918256686,0.6650837438423646,0.7384827586206897
Toys,PLA Bioplastic,Bioplastic,Food container,41.54 kg,0.06666666666666671,0.2285714285714286,0.3448275862068966,Sustainability Dataset,0.8302872062663185,0.3943076081007115,0.1697127937336815,0.2286368813603891,8,0,2,3,0.8302872062663187,0.31888341543513965,0.23356321839080463
Automotive,Aluminum Foil,Metal,Storage container,2.35 kg,0.4533333333333334,0.5714285714285714,0.396551724137931,OpenLCA Sample,0.04318136171922073,0.426152162014231,0.9568186382807793,0.5935064562899262,0,2,7,2,0.04318136171922074,0.4256683087027915,0.419264367816092
Construction,Bamboo Fiber,Natural Fiber,Toy casing,36.99 kg,0.1466666666666667,0.3,0.06896551724137923,Sustainability Dataset,0.7389033942558747,0.3052107279693486,0.2610966057441253,0.2444132729109771,1,3,8,3,0.7389033942558748,0.22625287356321835,0.10004597701149422
Packaging,Recycled Cardboard,Cardboard,Medical packaging,45.84 kg,0.7600000000000002,0.3285714285714286,0.3275862068965516,Sustainability Dataset,0.91664992970476,0.5863382594417078,0.08335007029524,0.4875403248652552,7,1,4,3,0.9166499297047602,0.5693201970443351,0.500551724137931
Electronics,Cotton Fiber,Natural Material,Furniture panel,37.08 kg,0.8666666666666667,0.07142857142857142,0.5344827586206895,Sustainability Dataset,0.7407109861417954,0.7765736179529282,0.2592890138582046,0.6484161513386326,3,4,3,3,0.7407109861417955,0.7461740558292282,0.6673563218390803
Construction,PLA Bioplastic,Bioplastic,Packaging box,46.72 kg,0.36,0.4,0.8103448275862069,FootprintData,0.9343241614782084,0.5901149425287356,0.0656758385217916,0.3637487285680318,1,0,5,1,0.9343241614782086,0.5881379310344828,0.6302068965517241
Home Appliances,Recycled Cardboard,Cardboard,Medical packaging,46.34 kg,0.9866666666666668,0.7285714285714286,0.7241379310344827,Carbon Catalogue,0.9266921068487648,0.6607443897099069,0.0733078931512352,0.5822901238293334,6,1,4,0,0.926692106848765,0.738607553366174,0.8291494252873564
Electronics,Molded Pulp,Paper,Packaging box,44.2 kg,0.6666666666666667,0.01428571428571429,0.0,OpenLCA Sample,0.8837115886724242,0.5507936507936508,0.1162884113275758,0.4552039837157331,3,5,5,2,0.8837115886724244,0.4638095238095239,0.2666666666666667
Home Appliances,Bamboo Fiber,Natural Fiber,Furniture panel,17.01 kg,0.8933333333333335,0.07142857142857142,0.9310344827586206,FootprintData,0.3376179955814421,0.9176464148877942,0.662382004418558,0.8337731672806852,6,3,3,1,0.3376179955814422,0.9154614121510674,0.9159540229885057
Home Appliances,Bamboo Fiber,Natural Fiber,Food container,23.35 kg,0.4933333333333333,0.6428571428571428,0.8448275862068966,Carbon Catalogue,0.4649528017674232,0.5651012588943624,0.5350471982325768,0.534554663027518,6,3,2,0,0.4649528017674233,0.6066929392446634,0.7042298850574713
Construction,Recycled Cardboard,Cardboard,Packaging box,22.9 kg,0.56,0.3714285714285714,0.7413793103448276,OpenLCA Sample,0.4559148423378188,0.6433169129720854,0.5440851576621812,0.5885523124874886,1,1,5,2,0.4559148423378189,0.6462660098522168,0.6688275862068966
Automotive,Aluminum Foil,Metal,Cosmetic wrap,10.83 kg,0.1866666666666667,0.8857142857142857,0.0,Carbon Catalogue,0.2134966860815425,0.1003174603174603,0.7865033139184575,0.3320779783025214,0,2,0,0,0.21349668608154257,0.09752380952380955,0.07466666666666669
Home Appliances,PLA Bioplastic,Bioplastic,Storage container,17.22 kg,0.2666666666666667,0.9285714285714286,0.9655172413793103,Carbon Catalogue,0.341835709981924,0.4345374931581827,0.658164290018076,0.4512642842686959,6,0,7,0,0.34183570998192403,0.507159277504105,0.6859770114942528
Furniture,Cotton Fiber,Natural Material,Packaging box,37.93 kg,0.5466666666666666,0.3428571428571429,0.5,Sustainability Dataset,0.7577826872866037,0.567936507936508,0.2422173127133963,0.463839796988622,4,4,5,3,0.7577826872866039,0.5500952380952381,0.5186666666666666
Automotive,Aluminum Foil,Metal,Packaging box,24.46 kg,0.0,0.1428571428571428,0.6724137931034482,OpenLCA Sample,0.4872464350271138,0.5098522167487685,0.5127535649728862,0.3577669561913732,0,2,5,2,0.4872464350271139,0.4403940886699508,0.4034482758620689
Cosmetics,Molded Pulp,Paper,Food container,11.72 kg,0.5866666666666667,0.6142857142857143,0.1379310344827586,FootprintData,0.2313717613978711,0.370103995621237,0.7686282386021289,0.5546300698291335,2,5,2,1,0.23137176139787116,0.36698193760262726,0.31742528735632186
Furniture,PLA Bioplastic,Bioplastic,Furniture panel,43.66 kg,0.06666666666666671,0.7571428571428571,0.189655172413793,Carbon Catalogue,0.8728660373568988,0.1663929939792009,0.1271339626431012,0.1246973863846107,4,0,3,0,0.872866037356899,0.15110016420361247,0.14045977011494248
Electronics,Cornstarch Plastic,Bioplastic,Cosmetic wrap,4.95 kg,0.4533333333333334,0.04285714285714287,0.4137931034482758,Sustainability Dataset,0.09540068286804579,0.6080897646414888,0.9045993171319542,0.6506157009961818,3,0,0,3,0.09540068286804582,0.5382791461412151,0.4296091954022988
Furniture,Aluminum Foil,Metal,Packaging box,14.11 kg,0.6133333333333333,0.7285714285714286,0.982758620689655,Sustainability Dataset,0.2793733681462141,0.6225068418171865,0.720626631853786,0.6491907262830103,4,2,5,3,0.27937336814621416,0.6927224958949096,0.8349885057471262
Electronics,Aluminum Foil,Metal,Cosmetic wrap,22.46 kg,0.4533333333333334,0.8428571428571427,0.4310344827586206,Sustainability Dataset,0.4470777264510946,0.3471702244116037,0.5529222735489054,0.4407447718293132,3,2,0,3,0.4470777264510947,0.3851756978653531,0.4399540229885057
Electronics,Recycled Cardboard,Cardboard,Furniture panel,19.13 kg,0.4533333333333334,0.7714285714285714,0.982758620689655,FootprintData,0.3801968266720224,0.554887794198139,0.6198031733279776,0.5438960696776489,3,1,3,1,0.38019682667202254,0.6201510673234811,0.7709885057471263
Toys,Cotton Fiber,Natural Material,Toy casing,34.31 kg,0.44,0.3714285714285714,0.8448275862068966,OpenLCA Sample,0.6850773247640088,0.6377996715927751,0.3149226752359912,0.4815966712079074,8,4,8,2,0.685077324764009,0.6396453201970445,0.682896551724138
Furniture,PLA Bioplastic,Bioplastic,Toy casing,36.02 kg,0.2533333333333334,0.9142857142857144,0.8448275862068966,Sustainability Dataset,0.7194215705965054,0.3946250684181719,0.2805784294034946,0.3180235561883171,4,0,8,3,0.7194215705965055,0.45640722495894914,0.6082298850574713
Automotive,Bamboo Fiber,Natural Fiber,Storage container,7.63 kg,0.3066666666666667,0.7285714285714286,0.6551724137931034,OpenLCA Sample,0.1492267523599116,0.4110892172961138,0.8507732476400884,0.511667661210472,0,3,7,2,0.14922675235991162,0.4390213464696224,0.5157701149425287
Healthcare,Tin Container,Metal,Medical packaging,23.69 kg,0.7600000000000002,0.6857142857142857,0.896551724137931,FootprintData,0.4717814822253464,0.6569458128078819,0.5282185177746536,0.6492438804555489,5,2,4,1,0.4717814822253465,0.7254778325123153,0.8419310344827586
Healthcare,PLA Bioplastic,Bioplastic,Furniture panel,34.42 kg,0.9066666666666667,0.8,0.6551724137931034,FootprintData,0.6872866037356898,0.58727969348659,0.3127133962643102,0.600725896273929,5,0,3,1,0.68728660373569,0.6647356321839082,0.7557701149425287
Toys,Cotton Fiber,Natural Material,Electronic enclosure,36.53 kg,0.1733333333333333,0.9571428571428571,0.896551724137931,OpenLCA Sample,0.7296645912833902,0.3709140667761358,0.2703354087166098,0.2814662493254372,8,4,1,2,0.7296645912833903,0.4365254515599344,0.6072643678160919
Home Appliances,Kraft Paper,Paper,Toy casing,35.23 kg,0.9066666666666667,0.9571428571428571,0.396551724137931,Carbon Catalogue,0.7035549307089776,0.4486918445539136,0.2964450692910224,0.5404102586088722,6,5,8,0,0.7035549307089777,0.5298587848932677,0.6005977011494252
Electronics,Bamboo Fiber,Natural Fiber,Shipping carton,5.57 kg,0.5066666666666668,0.9857142857142858,0.5172413793103448,Sustainability Dataset,0.1078529825266118,0.346064586754242,0.8921470174733882,0.5580699399437132,3,3,6,3,0.10785298252661182,0.4124203612479475,0.5130114942528736
Furniture,Cotton Fiber,Natural Material,Furniture panel,25.93 kg,0.2,0.9571428571428571,0.01724137931034475,Sustainability Dataset,0.516770435830488,0.08669950738916256,0.483229564169512,0.2396486722065186,4,4,3,3,0.5167704358304881,0.09546798029556651,0.09034482758620686
Toys,Molded Pulp,Paper,Furniture panel,21.37 kg,0.5866666666666667,0.3571428571428572,0.482758620689655,FootprintData,0.4251857802771641,0.5707608100711549,0.5748142197228359,0.5767485899453126,8,5,3,1,0.4251857802771642,0.5563415435139573,0.5243218390804597
Healthcare,Aluminum Foil,Metal,Shipping carton,14.65 kg,0.02666666666666667,0.5285714285714285,0.6206896551724137,FootprintData,0.2902189194617393,0.3729282977558839,0.7097810805382607,0.3701056432638318,5,2,6,1,0.29021891946173933,0.3532282430213465,0.38308045977011485
Packaging,PLA Bioplastic,Bioplastic,Medical packaging,15.28 kg,0.8533333333333335,0.2,0.6206896551724137,Carbon Catalogue,0.3028720626631853,0.758007662835249,0.6971279373368147,0.7683414463351441,7,0,4,0,0.30287206266318534,0.749609195402299,0.7137471264367816
Furniture,Tin Container,Metal,Packaging box,29.19 kg,0.2133333333333334,0.6285714285714286,0.03448275862068961,Sustainability Dataset,0.5822454308093995,0.2064148877941981,0.4177545691906005,0.2718923258748594,4,2,5,3,0.5822454308093996,0.1734121510673235,0.10602298850574714
Healthcare,Recycled Cardboard,Cardboard,Shipping carton,42.88 kg,0.9066666666666667,0.2142857142857143,0.982758620689655,Carbon Catalogue,0.8572002410122515,0.8917131910235359,0.1427997589877485,0.6715252041057389,5,1,6,0,0.8572002410122517,0.9129129720853858,0.9523218390804596
Automotive,Molded Pulp,Paper,Furniture panel,26.54 kg,1.0,0.2857142857142857,0.9655172413793103,OpenLCA Sample,0.5290218919461739,0.8932676518883417,0.4709781080538261,0.7986004931714845,0,5,3,2,0.529021891946174,0.9290640394088671,0.9793103448275862
Toys,Molded Pulp,Paper,Cosmetic wrap,1.59 kg,0.2266666666666667,0.6000000000000001,0.482758620689655,FootprintData,0.0279172524603334,0.3698084291187739,0.9720827475396666,0.5075481959094095,8,5,0,1,0.027917252460333407,0.36377011494252864,0.3803218390804597
Home Appliances,Tin Container,Metal,Electronic enclosure,38.64 kg,0.1866666666666667,0.02857142857142858,0.5344827586206895,Sustainability Dataset,0.7720425788310905,0.5641926655719759,0.2279574211689095,0.3500642925794632,6,2,1,3,0.7720425788310907,0.4827454844006568,0.3953563218390804
Automotive,Aluminum Foil,Metal,Toy casing,41.91 kg,0.6400000000000001,0.1857142857142857,0.482758620689655,Sustainability Dataset,0.837718417352882,0.6456814449917898,0.162281582647118,0.4989570527908513,0,2,8,3,0.8377184173528822,0.6119605911330049,0.545655172413793
Packaging,Cornstarch Plastic,Bioplastic,Packaging box,6.51 kg,0.9066666666666667,0.9571428571428571,0.1379310344827586,Sustainability Dataset,0.1267322755573408,0.3624849480021894,0.8732677244426592,0.6789742965336736,7,0,5,3,0.12673227555734082,0.4264105090311987,0.44542528735632186
Furniture,Molded Pulp,Paper,Storage container,11.67 kg,0.7866666666666668,0.6285714285714286,0.9655172413793103,Carbon Catalogue,0.2303675436834705,0.7078708264915162,0.7696324563165294,0.7500380674915654,4,5,7,0,0.23036754368347057,0.7751592775041052,0.8939770114942529
Toys,Bamboo Fiber,Natural Fiber,Cosmetic wrap,48.92 kg,0.2266666666666667,0.7142857142857142,0.8448275862068966,Sustainability Dataset,0.9785097409118296,0.4524028461959497,0.02149025908817037,0.255408216204831,8,3,0,3,0.9785097409118299,0.48574055829228246,0.5975632183908046
Cosmetics,PLA Bioplastic,Bioplastic,Furniture panel,47.99 kg,0.5866666666666667,0.1571428571428571,0.3793103448275861,Sustainability Dataset,0.9598312914239807,0.6029447181171318,0.04016870857601929,0.4292284998196585,2,0,3,3,0.9598312914239809,0.5549622331691297,0.4622528735632183
Cosmetics,Tin Container,Metal,Toy casing,27.62 kg,0.2666666666666667,0.8428571428571427,0.7068965517241379,OpenLCA Sample,0.5507129945772243,0.3769020251778872,0.4492870054227757,0.3655469116979876,2,2,8,2,0.5507129945772244,0.42085385878489334,0.5308045977011494
Home Appliances,PLA Bioplastic,Bioplastic,Medical packaging,12.56 kg,0.36,0.9285714285714286,0.7068965517241379,Sustainability Dataset,0.2482426189997992,0.3794417077175698,0.7517573810002008,0.4853038973870881,6,0,4,3,0.24824261899979927,0.4410443349753695,0.5681379310344827
Automotive,PLA Bioplastic,Bioplastic,Electronic enclosure,12.21 kg,0.4266666666666667,0.7142857142857142,0.5172413793103448,OpenLCA Sample,0.2412130949989958,0.4098741105637658,0.7587869050010042,0.5195857157258076,0,0,1,2,0.24121309499899585,0.43470607553366175,0.48101149425287354
Healthcare,Molded Pulp,Paper,Furniture panel,18.51 kg,0.7333333333333334,0.657142857142857,0.4310344827586206,OpenLCA Sample,0.3677445270134565,0.502408319649699,0.6322554729865435,0.6106399697558427,5,5,3,2,0.36774452701345656,0.5343185550082102,0.5519540229885058
Cosmetics,Kraft Paper,Paper,Food container,2.42 kg,0.52,0.05714285714285713,0.8448275862068966,FootprintData,0.0445872665193814,0.7692282430213465,0.9554127334806186,0.7503151172527242,2,5,2,1,0.044587266519381406,0.7345024630541872,0.7148965517241379
Cosmetics,Recycled Paper,Paper,Shipping carton,0.28 kg,0.44,0.5571428571428572,0.3103448275862069,Sustainability Dataset,0.001606748343040771,0.3977339901477832,0.9983932516569592,0.590611571556201,2,5,6,3,0.0016067483430407714,0.38870935960591135,0.36220689655172417
Electronics,Aluminum Foil,Metal,Furniture panel,7.99 kg,0.0,0.3714285714285714,0.1206896551724137,OpenLCA Sample,0.1564571199035951,0.2497536945812807,0.8435428800964049,0.3529643418614338,3,2,3,2,0.15645711990359512,0.1739901477832512,0.07241379310344821
Construction,Tin Container,Metal,Cosmetic wrap,47.56 kg,0.2800000000000001,0.04285714285714287,0.6206896551724137,OpenLCA Sample,0.9511950190801366,0.6192775041050903,0.04880498091986341,0.3463524959179952,1,2,0,2,0.9511950190801368,0.551704433497537,0.48441379310344823
Automotive,Molded Pulp,Paper,Packaging box,40.13 kg,0.9733333333333334,0.02857142857142858,0.6896551724137931,Sustainability Dataset,0.8019682667202249,0.8781390257252326,0.1980317332797751,0.7026651302740256,0,5,5,3,0.8019682667202251,0.8594811165845649,0.8031264367816092
